patent_id,assignee_id,disambig_assignee_organization
6683484,cc750681-c1c9-44ee-bcf6-6a406757eff3,LSI Logic Corporation
5427840,4dbf79c6-cbb3-4fbb-a603-01e6cadac73f,"Dai Nippon Printing Co., Ltd."
5827363,7cb3a649-15da-494e-9d30-10b8afe06608,Degussa AG
6243942,347faccc-e123-4f14-9c99-e6f90327a9a6,"NGK INSULATORS, LTD."
11832066,048b2efe-1ff2-4857-9bbc-18422f0f1910,GOOGLE LLC
6598911,1d4d9315-c84c-4691-8aa7-9e1c45eacd06,ArvinMeritor Light Vehicle Systems
D427791,40984b00-5d6d-4526-9ded-914966c5060f,"Sportsstuff, Inc."
5908606,87bbd77e-54e0-4d95-9c1b-7843963c09eb,TOYOTA JIDOSHA KABUSHIKI KAISHA
11649010,4d8b024a-93fa-4d10-aab4-826484744bea,"Skier's Choice, Inc."
11211393,dd9920a1-49c3-4361-810e-c2335336a233,"Yangtze Memory Technologies Co., Ltd."
9372473,fb487c1c-dde8-4a1d-a029-c66ef8bbb3cb,Montres Breguet S.A.
4710376,50e031d0-6a78-47d8-ac50-e0cac9af4b60,"Interferon Science, Inc."
6811120,1c5a061a-454d-4e47-8cb9-80f0bf8f4262,Adam Aircraft Industries
8229147,8bbfc74b-a360-4c6f-8f8e-4176997b8cb6,"Strakey Laboratories, Inc."
5838595,cbc31957-5625-4c60-be87-a8918629bba8,Texas Instruments Incorporated
4194566,9832430a-313e-411b-83ca-d72bbcff3c9d,Union Oil Company of California
11594693,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
6859388,a0c19632-dfeb-4fcc-b84e-fb753d31c71e,"Freeescale Semiconductor, Inc."
8076381,68cfcf59-ef39-4289-b267-bf5670b55d56,"Meredian, Inc."
4817017,74c11be2-20ec-49fe-ac26-d839d375bd32,MITSUBISHI ELECTRIC CORPORATION
8806012,55715b8e-9037-47c9-8e27-a2acf13d6047,Intel Corporation
7867640,e3275ff7-65e8-4f76-bd4d-db7033d48bdb,The United States of America as represented by the Administrator of the National Aeronautics and Space Administration
5075875,104af0ba-7bbd-4ac6-a9fc-16b1142971ec,"Acuprint, Inc."
4528108,9244c7f9-15ef-425e-9cfc-ec74f95fa5ab,The Lubrizol Corporation
8778907,7aa1183f-7aa6-43cb-842b-9a489bb99f92,Cumberland Pharmaceuticals Inc.
5196786,fbe26ec5-c819-46cf-aa57-34a8ac11f8a2,"DAINIPPON SCREEN MFG. CO., LTD."
11945543,db12c44a-cd79-43ab-84ad-3e9e341630e2,Schaeffler Technologies AG & Co. KG
7417175,91ef6be2-c582-4978-9589-485dbbe4f760,"TAIHO PHARMACEUTICAL CO., LTD."
7628784,61c7ed96-9ab1-42ce-af57-c198f55c2e06,"C. R. Bard, Inc."
7728997,5b0b2179-927c-48dd-a8ee-211adb1d7e7a,"RICOH COMPANY, LTD."
5941406,9287e1d8-b971-4980-a19b-f4e1e0396423,Mauser Werke GmbH
6247635,34dc34ae-e218-4d03-a585-82e58f383947,"Berg Technology, Inc"
6014686,b59a9d4e-5d4e-4bea-8448-2d0cf8304376,"Telcordia Technologies, Inc."
11011788,74c11be2-20ec-49fe-ac26-d839d375bd32,MITSUBISHI ELECTRIC CORPORATION
8836556,02c203a2-0634-4362-8da2-94d75537ec60,MEDIATEK SINGAPORE PTE. LTD.
10202858,46150e0c-8edb-4d25-8256-5f90d9acc689,UNITED TECHNOLOGIES CORPORATION
5678520,13081818-e1d8-40d3-955f-344bb1068592,"HITACHI CAR ENGINEERING CO., LTD."
5416811,21dc68c2-10e4-40d1-affa-449e6ed58530,B&W Fuel Company
7022767,38d7d783-0360-435e-a9ba-8e83341ad95a,"PPG Industries Ohio, Inc."
5672114,9ac8e78a-4bb8-4f04-a91f-a2cbbf8926e6,Taitung Sports Goods Co.
11850399,7e38fc7b-3e4b-4135-8533-646eeda9a21c,"Iowa State University Research Foundation, Inc."
11334497,c614b567-01b3-457f-bb89-b975ee1b56b8,VMware LLC
11086238,e158008f-001b-4327-b2b9-9d9f64b64919,ASML NETHERLANDS B.V.
7693149,6ebaef59-00a1-44a7-80fa-e80c061d2d7b,Alcatel-Lucent USA Inc.
6301964,5ce77445-7d70-4f6f-8eeb-aa9a735503e8,DyhaStream Innovations Inc.
11538267,12d2698e-ae3e-4bf4-aea0-8fac5a4b735c,FINGERPRINT CARDS ANACATUM IP AB
8508865,3b814364-088b-4aff-88e8-e1ae85af6609,AAC Technologies Japan R&D Center
10717658,9babf80a-7cc8-4290-a1e0-fde8a9403805,"SUMITOMO OSAKA CEMENT CO., LTD."
D291386,5ad3dbdd-7a46-4f69-b52b-8a40c6a63e50,Industri AB Dahlstedt & Johansson
12266291,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
7497590,4376ddbd-db15-4a4f-8af2-dbfea34e6434,"Advanced Optical Technologies, Inc."
5827816,3094f6ae-a816-46e2-9e4e-c16b6331e797,Xoma Ltd.
11249279,55bc7465-2823-418d-9835-41d555c610a6,SONY GROUP CORPORATION
7319833,3eb66f41-4648-4068-be5d-3dc0e05d6f9f,"Cartridge Corporation of America, Inc."
7222806,02e06568-6173-41a1-b85a-23244ec1eecc,PSP Industries SAS
4444612,b328cf45-753e-4c57-bac0-97191a08befb,Klockner-Werke Aktiengesellschaft
4887801,2b0ca894-ca5f-49b3-9a5f-874b642b3d02,Woco Franz-Josef Wolf & Co. GmbH
5986855,c8c32e77-116a-4259-a88f-7b3d4552d091,Daewoo Electronics Corporation
10998523,bbdb6d7a-0cc0-4416-85ca-fef041a8e40b,"Wuhan China Star Optoelectronics Semiconductor Display Technology Co., Ltd."
11932828,8f4094b7-206a-49cc-bada-d91974888071,The Procter & Gamble Company
5074441,1db19156-a561-4c70-9def-c2b2e3862b14,"TOPPAN PRINTING CO., LTD."
9399859,5168cfa7-4c19-4d34-8923-f0c28333b89a,DELTA FAUCET COMPANY
7716846,4190919c-cf9f-42a8-9a38-e55dce6b29d0,Georgia-Pacific Consumer Products LP
7374528,9b20d335-1da2-443a-9241-b589956022e5,"Smurfit-Stone Container Enterprises, Inc."
3934216,503b57ff-8827-4fd8-a39a-3faeb92a906a,"Clarostat Mfg. Co., Inc."
9283124,66ecca55-c76d-49dd-a7c5-dd3dd173f664,Unicharm Corporation
7975658,6a082ce7-70f3-4781-ad4d-bb0b10bcfc54,"CLYDE BERGEMANN, INC."
5905797,712cd422-f0f0-4f53-9a0c-5a0b4f20a094,GMS(Recordings)Limited
4504367,013bde20-3f0d-47d5-8246-affb9eb722ea,Deakin University
10384635,4063e1f8-22c6-44ca-96ce-67a6f439a148,TRW AUTOMOTIVE GMBH
4514869,25c90323-f315-4522-a744-445e30e89137,"Tachikawa Spring Co., Ltd."
8841635,a8ff5b01-5396-4174-bd3b-0245cf192b9b,"The United States of America, as represented by the Secretary of the Navy"
9325373,cbc31957-5625-4c60-be87-a8918629bba8,Texas Instruments Incorporated
D654195,7fd570bb-8d88-4ad9-832b-532add7b7500,"HONDA MOTOR CO., LTD."
9615890,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
RE38653,ddfd9272-46b0-44c2-b074-e56da4f46514,Kabushikikaisha Igaki Iryo Sekkei
11877374,28978d8c-0a52-4e4a-ab9b-6e93160b3d3a,Philip Morris Products S.A.
6585089,f2b1b5fb-1c60-4d49-b3da-25515658a4ef,Unknown
10789185,81a5256d-213c-4aed-ad11-9a7c40f21b77,Rambus Inc.
12005721,7abcc22b-1633-49ae-a452-167e99701da1,TOSHIBA TEC KABUSHIKI KAISHA
9913538,43a25d3e-0a07-49a1-a9e5-2937c643d743,Jerome's Furniture
6365455,16512932-0c7b-47f1-ad05-710a75f26d59,MOSEL VITELIC INC.
8320130,1f0122e4-acc8-4b8a-8d5f-1aaed5d0a16d,"Fu Zhun Precision Industry (Shen Zhen) Co., Ltd."
5413014,1bca0293-4d34-4fa3-bf27-faa537257421,Mazda Motor Corporation
10827666,fb12bbbc-4a8a-4b50-86a4-0bf6619cf644,CNH Industrial America LLC
7691334,e4de33a5-523c-4cee-94b8-af4c8051a296,YAMAHA CORPORATION
D908525,c3a646ef-40b0-42f5-8e56-b0807642a4d2,"TASAKI & Co., Ltd"
4745337,e88ecba3-94a5-4169-90d3-5f614ea0afc8,Centre National d'Etudes des Telecommunications
5474668,e4152859-503c-42fe-8c19-f925629ec4ca,Advanced Refining Technologies LLC
6005495,cd5cc475-cc26-47c5-9f9d-41ea26b95b8a,AMERITECH LLC
5157114,5f8ac46f-8eee-4244-a956-20cfc694660a,Burroughs Wellcome Co.
11532203,988abd55-08cb-4eb9-80f6-d06dd9600068,IGT
9351150,18925f47-c42e-454c-a375-3ca201ffd1a0,Core Wireless Licensing S.A.R.L.
9175360,391165c9-dd71-4a3b-a0a8-ead9a8ff2fdd,NIPPON STEEL & SUMITOMO METAL CORPORATION
11340395,17db0f8d-78c8-443c-8a9d-e402df66def0,"BOE Technology Group Co., Ltd."
4437175,4f87fefb-2763-4236-ab35-57bee381a0fd,SHELL OIL COMPANY
8981575,5eaec0be-b46d-4be3-b0e2-a07821b6a4ba,"SILICONWARE PRECISION INDUSTRIES CO., LTD."
D459977,d4c225ce-6a6a-4e55-b516-a12d7102b861,"Contech Packaging, Inc."
8940316,a2225c4d-5945-4f13-87d1-b896729b615d,"Intarcia Therapeutics, Inc."
5144379,5952964e-63c6-4284-9012-0fdd0643f715,Fujitsu Limited
10170760,bec81223-c3d2-4a58-a405-a45962f42ad3,"SK Innovation Co., Ltd."
4797292,3f3f75a0-498e-43d1-8d82-ccc4d42b9f57,NESTEC S.A.
11762450,55715b8e-9037-47c9-8e27-a2acf13d6047,Intel Corporation
10168524,aa065bf7-cd43-47ee-aea5-143cce06019e,KLA-TENCOR CORPORATION
6750275,098d8524-2d44-49d1-82e7-0731715d4c50,Rhein Chemie Rheinau GmbH
10862182,9d8c64a9-557b-411c-adc3-536ca48b06cf,ALCAN Systems GmbH
D612888,68bb4b10-2d4c-486d-99f5-fe21167597e3,SOCIETE BIC
8790043,fb4df152-f70e-49a7-b33d-5dfcdb4b2120,Soiltec GmbH
8219776,53482ffb-3623-46a2-aac3-78d3be33d4e0,LSI
12440663,dee402e5-a1be-4c0c-8e20-afb8a2bb8ae7,Magenta Medical Ltd
9327218,c43a335c-5f3c-4e48-8d78-364220328dfb,Georg Schünemann GmbH
6205883,f76a88c8-7898-476a-a5d1-a2dc8b12c0e7,Teleflex Incorporated
7652160,d433d76d-e698-4711-aaad-63e1aebfb729,Chevron Phillips Chemical Company LP
4625219,93f8c962-7a18-45c0-b192-7a141f9a8b6c,"HITACHI, LTD."
D613580,852cdfe5-13b4-48c8-ba34-5e3f190837c3,DE Controls Ltd.
D452223,349907bc-7891-4013-ab9a-7ba4f86bd6ff,OTC Telecom Corporation
4949237,f68061b9-5827-43c8-8f62-33cae08b6d16,Siemens Aktiengesellschaft
4009991,30aba637-a55c-499f-ba28-27a7811b02ad,JAPAN EXLAN COMPANY LIMITED
8260303,52d39fd3-7216-4f3a-952c-555e6078eee5,Nokia Siemens Networks GmbH & Co. KG
6430981,4403e8f8-0765-4125-bb25-edef96643847,Daimlerchrysler AG
9328059,076cd972-e7e2-4ad7-a2cb-ae9bebadce2b,"INDUSTRY-ACADEMIC COOPERATION FOUNDATION, YONSEI UNIVERSITY"
8865252,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
7066637,6116c655-f558-4efb-8fa0-b9fc6464e399,ChAotic Toys Factory Ltd.
9622674,dddebea8-5ce3-4a59-b385-53d86e069889,National Chiao Tung University
8934894,f03635c8-6b6c-4f2b-bb6c-b52678f56aae,QUALCOMM Incorporated
11824019,1918bc79-3bf3-4be6-8ea5-c5438e714ae2,Infineon Technologies AG
6271444,3b8ff669-0dc5-418f-b2d1-1d5422e8b9df,Calgene Corporation
7062927,906da649-dd98-4eac-a78c-d5dc3cc385b1,LG ELECTRONICS INC.
9805989,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
4893532,4b51ab74-c4cf-48e2-85cf-561c643e010a,"Hardinge Brothers, Inc."
8884628,b904f566-62d6-44a5-8689-7b5c5a3a1a19,General Electric Company
10269101,5cb5464d-f3e7-4a3a-8e5d-a128741a0b13,FUJIFILM Corporation
4925990,236f6233-ae03-4c0c-a360-ba6d2b3addb1,Rhone-Poulenc Sante
6790823,7d776400-e93b-46ef-8ca3-9fb5a8e98333,Amgen Inc.
9034942,782c5421-d324-4205-a54a-5b954821cf59,"MENICON CO., LTD."
12482728,4ef2b9c8-d3e7-40d6-ac53-8694d8fe890f,Kabushiki Kaisha Toshiba
10551859,cbc31957-5625-4c60-be87-a8918629bba8,Texas Instruments Incorporated
6832463,616b9455-6df0-4c52-bc34-a064470eabe7,Probitas Pharma S.A.
5148996,d3797f92-9583-45f7-906c-55895fde18af,Clawson Machine Company
12099739,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
5370031,f192b645-795a-486e-946d-2027a035b0bd,United States Surgical Corporation
D775464,b8aa7694-ef84-484b-ac2e-67d7f9d9e10f,"Honey-Can-Do International, LLC"
12060494,6f65eaad-c3f2-459f-8d64-eb871462ca6c,"KANSAI PAINT CO., LTD."
7472274,e1486dcb-d5bb-48b4-a332-32062ba8e9fe,STMICROELECTRONICS S.r.l.
11404041,b8c8c215-2462-4102-a746-42086eb9edc7,NIPPON HOSO KYOKAI
4862708,8d21f773-a9c8-4e74-b731-77c4b3d4d3a0,Hughes Aircraft Company
D837604,adcad61c-1abd-45f0-9091-731b03b5ffcc,Villeroy & Boch AG
4620127,67c9606b-94c0-4992-93e2-8f2b69aafd0c,RCA Corporation
7502986,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
7761681,24755a60-c9b6-42db-b02a-93074a983f12,International National Machines Corporation
4739474,ab16fe16-98b3-4d1c-9f4b-73980a1d118c,LOCKHEED MARTIN CORPORATION
7693620,d741637e-71a6-4101-a7db-0c2ba20a2958,The Boeing Company
7109363,fe565e60-7a9a-4e03-9d36-69bf2dfb46cc,Westfalia Separator GmbH
5465586,7f4ae96a-b912-4e0e-a4f9-5ea7ff8baec2,THERMO KING LLC
4633334,3f3fcd58-f413-45a5-9feb-df82ebb6ad2d,"Victor Company of Japan, Ltd."
7775597,5ae29a15-2677-4331-b37f-01d251bc1477,AGCO Corporation
10168222,f03635c8-6b6c-4f2b-bb6c-b52678f56aae,QUALCOMM Incorporated
6813228,8117353e-84f0-46cf-b82e-3da9336fa59f,"DPHI Acquisitions, Inc."
6440471,4286fc65-5002-4129-a34d-c847d06b8324,"JLB, Inc."
6335927,5fa37212-5c79-4d8c-b38f-ddd5c45b72f2,MCI Communications Corporation
7913245,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
8995915,556e5b84-1193-4578-b72b-737195157cd7,Endress+Hauser Process Solutions AG
8386940,dfdf1f1a-8f22-41dc-a7f0-855bde20ca67,CANON KABUSHIKI KAISHA
4531769,d741637e-71a6-4101-a7db-0c2ba20a2958,The Boeing Company
4650340,5bbbd101-a09b-4281-9735-a493284e9d99,"Combustion Engineering, Inc."
4990527,3e0fba4d-6b56-42a0-a974-3117903cdeb7,Bayer Aktiengesellschaft
11489288,a45783ae-9cec-49bc-bc2e-7b064aaa5907,Raytheon Company
9116461,1548fb30-bae7-4aba-80da-e3dcf01b390b,Brother Kogyo Kabushiki Kaisha
8918786,40432ae4-d8cd-48f7-bdc7-d2c3b1685719,NXP B.V.
7073413,4b5a56fa-eb40-4477-9f54-14770785cf82,Smart Tools Inc.
11231623,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
11276716,88c962da-6df3-4f86-85ba-14c24c3cb600,"Taiwan Semiconductor Manufacturing Company, Ltd."
4911861,f275daca-6287-4d02-8166-797b6827eaa1,"AJINOMOTO CO., INC."
11259940,26cafce0-07ed-4a67-bbbb-e143759c5e83,"MIS Spine IP, LLC"
5324514,66e14ce9-9290-45e5-8f0e-4815d8cf306f,Digestive Care Inc.
10431025,17db0f8d-78c8-443c-8a9d-e402df66def0,"BOE Technology Group Co., Ltd."
7507063,6018c065-8a9b-4dbd-a3fa-626cff4fe9b2,Intri-Plex Technologies Inc.
11240234,78f3bc4c-9652-4069-9070-9e602bdd068e,OPTIMUM LD LLC
10771916,a7b79334-35a4-48e8-8143-47f2bfd65432,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL)
11606451,bd831b3e-a847-4b81-a4b5-f7e3d383b123,"Rockwell Collins, Inc."
D297038,781ec34a-68b3-4ef8-b25a-81a3b090cb12,"Takara Co., Ltd."
7323660,681bb272-dacd-4789-b8d1-1c43e9ed8fbf,3M INNOVATIVE PROPERTIES COMPANY
12456150,7bd80fe4-4583-4439-992b-fa88527492b3,WALGREEN CO.
9344828,a59bf369-e9ed-4e13-8f63-dde5e0ba4340,BONGIOVI ACOUSTIC LLC
11226680,e2737234-87ee-4f15-a9a8-4e00d45e03fa,JAPAN DISPLAY INC.
4887953,1fa39b06-58e5-43aa-9d6b-6c7c3e20def3,System Schultheis AG
6817996,2037ddb5-bbe1-4c56-8928-ad3b983fad5f,"MicroAire Surgical Instruments, LLC"
7434853,fb3b2060-5b87-42f1-ba74-ae6468f83b73,"MITSUI MINING & SMELTING CO., LTD."
7764687,f22821ba-ebe8-412c-ab84-22bf23127211,Meriton Networks US Inc.
D963059,8dc28855-3e3a-4dc9-9951-fb8f78f0f4cc,LEGO A/S
4703480,3b48787d-3d08-4cd2-9d7d-05c7d561d087,British Telecommunications PLC
4218615,ab16fe16-98b3-4d1c-9f4b-73980a1d118c,LOCKHEED MARTIN CORPORATION
5564186,711d4e01-a96a-46b2-a06f-c53209340d12,"Matsushita Seiko Co., Ltd."
11709921,32ef655e-6e42-494e-b0a2-8016ac44f16f,United Services Automobile Association (USAA)
11044504,f041a83c-63df-47b7-baaf-1dfa133b9bcb,A&E Television Networks
11370367,edc2851d-01ef-4565-b9bc-1c3c6352cb9c,"Ford Global Technology, LLC"
5083029,7eeee188-2dc7-4b31-b786-e16a1ddaf36d,Halliburton
6005275,209492cf-dfe3-494d-ae27-041c98ef84cd,SEIKO INSTRUMENTS INC.
11827813,21d39087-ed3d-431d-8f6e-26716a3c04c9,"Carlisle Intangible, LLC"
4943321,46224b80-a6e7-4356-80b3-abcd9623a2de,Mitsubishi Kinzoku Kabushiki Kaisha
6665244,93f8c962-7a18-45c0-b192-7a141f9a8b6c,"HITACHI, LTD."
D914725,290cf5cf-551e-420f-8894-9dbd301826a1,Lutron Technology Company LLC
7999472,906da649-dd98-4eac-a78c-d5dc3cc385b1,LG ELECTRONICS INC.
5235425,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
10539361,8e8e361c-b52b-4f4d-92ac-1d07535a9f27,Woodside Energy Technologies Pty Ltd
4059006,3dd452c2-0c73-498b-8d36-ff80e81ba81e,"Showa Industries Co., Ltd."
6699084,7fd570bb-8d88-4ad9-832b-532add7b7500,"HONDA MOTOR CO., LTD."
10213421,7aaef91b-6920-42cd-9d11-335adb4ff503,"Alkahest, Inc."
12039102,2f25af27-c9ca-49d4-91d8-92ddcc52c262,Snap Inc.
5196605,5910acc2-a562-4ddc-b650-d1a9ed1c28f7,BROMINE COMPOUNDS LTD.
5995808,9971439c-aa8f-4cf2-b787-3b80dc992cfa,NEC CORPORATION
11815800,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
9195758,5e049c91-d472-4ffa-86af-1bd023ee4c1c,EBAY INC.
7097022,9eec9e8d-49b2-4f56-bcee-d01c44c42952,FUJITSU FRONTECH LIMITED
11981315,bca2af35-231e-4f74-9de6-3e8abd2ce8ee,ZF CV SYSTEMS EUROPE BV
9410506,13f3e567-9839-4aa2-8d94-9f4ac10c1bf2,"Achates Power, Inc."
8920193,a4214935-18e5-422e-8c9b-eefec733cbe8,"CommScope, Inc. of North Carolina"
8224313,4a41923f-07c2-492e-9b6e-1d3afb647bb4,CenturyLink Intellectual Property LLC
11604861,8c91c5ef-cf8c-4a16-a86a-7d0ac9790922,Cupp Computing AS
H1972,5b5d33ea-6f6d-44e1-be21-8e4dd896687b,NIKON CORPORATION
8319455,5dccd50b-bfd1-4056-8bf9-a1babb0ac4a7,"Electronic Theatre Controls, Inc."
5943004,8215f7ad-7a9a-4a7c-8ab6-21d49d62b79a,Hollandse Signaalapparaten B.V.
7846752,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
7925862,a0c19632-dfeb-4fcc-b84e-fb753d31c71e,"Freeescale Semiconductor, Inc."
9608924,9971439c-aa8f-4cf2-b787-3b80dc992cfa,NEC CORPORATION
10697965,813be558-003d-4978-8ae3-d4b7f46218fd,UNIVERSITÉ DE NANTES
9517627,07bb211d-9451-44e2-8eac-abf29eba0238,Linx Printing Technologies Limited
12407521,1918bc79-3bf3-4be6-8ea5-c5438e714ae2,Infineon Technologies AG
5841618,358cafc6-21b0-4b14-8d3d-0d64759117d7,GEC Alsthom Limited
10152207,9da8ffa6-753b-4eb9-a514-5b550c1f057c,XIAOMI
7504215,77a9a4d8-545c-4b0c-bf62-f59ae0a4c01a,"AFFYMETRIX, INC."
RE36872,897f7cc0-9937-4612-b399-961ab65dfda1,Laser Industries Ltd.
11619874,d741637e-71a6-4101-a7db-0c2ba20a2958,The Boeing Company
10009827,de0fb147-a2eb-4222-927a-bf556ca6e249,CommScope Technologies LLC
10846756,5e049c91-d472-4ffa-86af-1bd023ee4c1c,EBAY INC.
4800347,328434ce-a701-4c29-8aef-e9a7d3722319,"MURATA MANUFACTURING CO., LTD."
PP8589,7b20aa54-b192-4549-89bf-f54bf00f5ebb,TERRA NIGRA HOLDING B.V.
5765406,c8c32e77-116a-4259-a88f-7b3d4552d091,Daewoo Electronics Corporation
5222403,3d6d6e52-4adc-4878-a39b-4315a67594e0,"GMI Holdings, Inc."
D797000,87bbd77e-54e0-4d95-9c1b-7843963c09eb,TOYOTA JIDOSHA KABUSHIKI KAISHA
6089700,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
9019882,a7b79334-35a4-48e8-8143-47f2bfd65432,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL)
11783742,e2737234-87ee-4f15-a9a8-4e00d45e03fa,JAPAN DISPLAY INC.
5501640,472ff6a6-b847-4e7a-8e2c-7615b0342e31,Hydro-Gear Limited Partnership
9807664,1195e555-a381-4b91-8731-4e05fc67dd1c,"SPRINT COMMUNICATIONS COMPANY, L.P."
5880903,c8c32e77-116a-4259-a88f-7b3d4552d091,Daewoo Electronics Corporation
5185966,62f0f164-cb69-48c2-9573-66ecd41c13cd,AT&T Bell Laboratories
9543566,ac5ed98d-3102-481a-a299-496319daaa3c,"Medtronic, Inc."
6033830,bf9db986-d4d8-47ea-b358-013aa550cdca,"Shipley Company, L.L.C."
11575004,3e28bd09-695c-46ca-9615-15159965a55e,Semiconductor Manufacturing International (Shanghai) Corporation
4407321,461735da-1e01-4148-8ee3-7e610c5dca9b,Hoechst GmbH
11097049,5239e003-3c49-42fa-bb35-e630eeeaf418,"CAREFUSION 303, INC."
7253807,8750a90d-405e-4a4e-a70b-40f072477e71,"UIEvolution, Inc."
11644453,341f5ca0-d6f5-4878-b25f-dfe8789a3802,S.C.R. (ENGINEERS) LIMITED
10319572,63f97238-f8b7-4806-b99b-ee5dde33a127,NORTHROP GRUMMAN SYSTEMS CORPORATION
4224902,4b36f99b-3fab-420f-b34d-45c8a1e26895,Daimler-Benz AG
10176408,bc337ab8-0f40-4474-8525-be1a4878ec83,ELUCID BIOIMAGING INC.
8044439,ed051bb4-46aa-46c9-853a-af3156bfc75b,"DOWA Electronics Materials Co., Ltd."
10985872,66e2c62e-301f-42e2-a6de-b62c87f792e5,"HUAWEI TECHNOLOGIES CO., LTD."
5948352,04286cbe-09f8-4678-a777-007563e32936,General Motors LLC
11418014,c291aca6-7e9f-4984-bf5c-d846976d0005,"REGAL BELOIT AMERICA, INC."
8689113,55bc7465-2823-418d-9835-41d555c610a6,SONY GROUP CORPORATION
12494591,a7b79334-35a4-48e8-8143-47f2bfd65432,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL)
8906129,c5567816-547b-4fb5-83c6-cbc9b506f48f,"Kurimoto, LTD."
4512755,51bc0f22-2fe5-4db8-844a-e022d5caafaa,"Pack Image, Inc."
11672876,690c8d6f-6c87-4985-a374-db63a832033d,Biocompatibles UK Limited
4135696,ef80410b-5790-49d9-b43d-0a2b4c3bd804,"Richdel, Inc."
10871600,97915a39-c650-46e2-82a7-fa5ec6657432,"Guardian Glass, LLC"
12384919,1894256f-719e-49b4-b4a2-e6944bcbe5e1,TAIMIDE TECHNOLOGY INCORPORATION
10835245,8f089b00-5c6c-41fe-8f94-813ca79cb2b1,"Ethicon, Inc."
4048109,7c274ded-9ea3-4bc6-a0c4-8de09e1650e6,UOP LLC
D520749,e806548c-58bb-43ce-8087-43c835c114ed,Wesco S.A.
8334562,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
D777944,90fef2ad-c7bc-4fa8-906c-cfee24cf8ed7,Arktura LLC
3959322,03b4db11-de89-4661-819a-b5aaa75d9163,Unknown
4194374,11209c52-3e88-42cb-bcc0-1025ab4ea64e,"Jumberca, S.A."
5862410,9ba67848-8e52-4dd1-bafc-e6fa4cb8c15e,Alcatel Telettra
5422881,5dffbe93-8d17-43d6-b8b2-847e71b0a477,Inmos Limited
7314321,877b4262-7552-45e3-adc3-c484b3095cf3,SEIKO EPSON CORPORATION
4988883,418bcfc4-b96f-4e9a-9176-812eb0b56364,HERAEUS KULZER GMBH
6978789,8dfbe1e0-e4db-471b-8977-edc6bcd51f68,EFKA Canada Limited
5617233,c71fa1eb-230f-4410-a8ce-868bf70d0b13,United States of America as represented by the Secretary of the Air Force
11092191,4a964af6-19d1-4447-b06b-f758e1d384f5,RENK GmbH
10781543,26660a93-f557-464d-a14f-35dfb41cad86,SAFRAN LANDING SYSTEMS
9702775,2ceccf68-28ad-44cd-ac29-9568812c5418,"Transense Technologies, PLC"
8500958,701989dc-84c8-479e-b556-a69c369d32c0,Voith Patent GmbH
8867647,f77f5297-06be-4d3b-ae57-53fc28ee208a,BlackBerry Limited
6139508,7a8ff4a9-91ee-4eac-9e7e-7809f8b3df95,"Endonetics, Inc."
12363357,b995f77a-1baa-4b28-bef6-573e503dd542,"Shure Acquisition Holdings, Inc."
5231237,04aa14b6-1063-4f20-a620-201e43650246,Pachmayr Ltd.
11787404,402e0326-0c08-46e5-b461-abf4cdc1f585,"TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA, INC."
11831774,8b7ad9b4-b7b6-4c6f-97dd-af5ff3bf4db1,Humana Inc.
12194200,bd197367-d572-4081-887e-a55dc4828720,Trustees of Tufts College
7519339,518829a9-250e-4a89-990c-b689072a86ed,"RF Magic, Inc."
11952700,f871fc48-3f68-41e8-94ee-e4e900bcb09c,"GUANGDONG WELLING MOTOR MANUFACTURING CO., LTD."
9650596,b732b2a1-190c-44ba-b24c-685ff9e4ef90,ILLINOIS TOOL WORKS INC.
D829545,fafef382-7ea1-478a-bbb1-dece22befe29,"S. C. JOHNSON & SON, INC."
6797808,f2d5ebcc-b2bf-456d-a911-1ddf522cb640,The University of Utah Research Foundation
7679359,c13a01ef-f093-4a26-bb27-ef7c8379b0ed,Continental Automotive France
8261447,b2afc7b8-d44f-462a-bf37-89f31d1d6eb2,NTN CORPORATION
7009679,d5cf9bb3-fa75-465e-8b8c-64660528ad92,"Chiral Photonics, Inc."
