patent_id,patent_title,patent_date
10047197,Block copolymers for stable micelles,2018-08-14
10047198,Telomerisation of cyclic polyorganosiloxanes,2018-08-14
10047199,"Copolymer having carbosiloxane dendrimer structure, and composition and cosmetic containing the same",2018-08-14
10047200,"Dendritic polymer, dendritic polymer monomer, and hyperbranched copolymer",2018-08-14
10047201,Method of producing sliding material for weather strips,2018-08-14
10047202,"Resin-containing sheet, and structure and wiring board using same",2018-08-14
10047203,High performance cast power stretch films with enhanced application and end-use properties,2018-08-14
10047204,"Ethylene-vinyl alcohol copolymer-containing resin composition, film, laminate, packaging material, vacuum thermal insulator, film production method, and laminate production method",2018-08-14
10047205,Resin composition for high speed curing prepreg for car body parts through press method and a prepreg product containing the same,2018-08-14
10047206,Methods of forming a polymer layer on a polymer surface,2018-08-14
10047207,Microporous polyimide sponge and method for producing the same,2018-08-14
10047208,Method for producing porous film,2018-08-14
10047209,Removal of color from thermoplastics,2018-08-14
10047210,Bio-based binders including carbohydrates and a pre-reacted product of an alcohol or polyol and a monomeric or polymeric polycarboxylic acid,2018-08-14
10047211,Stabilized moisture-curable polymeric compositions,2018-08-14
10047212,"Curable transparent rubber composition, a cured transparent rubber composition made thereof, and manufacturing process for the same",2018-08-14
10047213,"Method of curing thermosetting resin composition, thermosetting resin composition, and PREPREG, metal-clad laminate, resin sheet, printed-wiring board, and sealing material in which thermosetting resin composition is used",2018-08-14
10047214,Flame-retardant thermoplastic polyurethane,2018-08-14
10047215,Polyketone composite resin compositions,2018-08-14
10047216,Binder for injection moulding compositions,2018-08-14
10047217,"Ethylene-based polymer compositions, and articles prepared from the same",2018-08-14
10047218,Polyolefin composition,2018-08-14
10047219,Polyolefin-based resin composition,2018-08-14
10047220,Process for the manufacturing of ABS-molding compositions,2018-08-14
10047221,Flocculant composition for dewatering solids laden slurries,2018-08-14
10047222,Resin composition and product made therefrom,2018-08-14
10047223,Polycarbonate-based resin composition and molded article thereof,2018-08-14
10047224,Cured product of polyphenylene ether-containing resin composition,2018-08-14
10047225,Styryl sulfide dyes,2018-08-14
10047226,Provision of inorganic powders with reduced hazard,2018-08-14
10047227,UV-curable coating composition having improved sunlight stability,2018-08-14
10047228,Waterproof composition,2018-08-14
10047229,Powder coating composition and coated article,2018-08-14
10047230,Bioinert article and its use,2018-08-14
10047231,Tris(hydroxyphenyl) triazines,2018-08-14
10047232,Waterborne coating composition with improved open time,2018-08-14
10047233,Magenta inks,2018-08-14
10047234,Ink set,2018-08-14
10047235,Encoding liquid ink with a device specific biomarker,2018-08-14
10047236,Methods for making copper inks and films,2018-08-14
10047237,Conductive material and substrate,2018-08-14
10047238,Ink set and recording method,2018-08-14
10047239,Organic solvent dispersion of titanium oxide particles and method for producing same,2018-08-14
10047240,Compositions for treating textile materials,2018-08-14
10047241,Hydrophobic coating compositions for forming toner receptive coatings,2018-08-14
10047242,Bondable blood-friendly polymer and preparing method thereof,2018-08-14
10047244,Method for producing a composition for forming an organic film,2018-08-14
10047245,Non-fluorinated and partially fluorinated polymers,2018-08-14
10047246,"Varnish including 2-phenyl-4,4′-diaminodiphenyl ether, imide resin composition having excellent moldability, cured resin molded article having excellent breaking elongation, prepreg thereof, imide prepreg thereof, and fiber-reinforced material thereof having high heat resistance and excellent mechanical strength",2018-08-14
10047247,Composition and method for controlling the wettability of surfaces,2018-08-14
10047248,"Slurry composition for chemical mechanical polishing, method of preparing the same, and polishing method using the same",2018-08-14
10047249,Multi-layer blown film,2018-08-14
10047250,Adhesive composition with glass spheres,2018-08-14
10047251,"Rubber composition adhesive to metal surface, laminated body of rubber composition and metal, vulcanized rubber product, and method of producing vulcanized rubber product",2018-08-14
10047252,Extrudable pressure sensitive non-black adhesive composition and methods for preparing the same,2018-08-14
10047253,Method for applying dispersion adhesives,2018-08-14
10047254,Curable composite manufacturing adhesive,2018-08-14
10047255,Aqueous adhesive composition for adhesive bonding,2018-08-14
10047256,"Epoxy resin composition, cured product, heat radiating material, and electronic member",2018-08-14
10047257,Adhesive agent composition for multilayer semiconductor,2018-08-14
10047258,Polyurethane-based two-component adhesive composition,2018-08-14
10047259,Methods for making cured sealants by actinic radiation and related compositions,2018-08-14
10047260,Cross-linkable materials based on organyl-oxysilane-terminated polymers,2018-08-14
10047261,Elastomeric seal,2018-08-14
10047262,"Cerium oxide abrasive, method for producing cerium oxide abrasive, and polishing method",2018-08-14
10047263,Plastic phase change material and articles made therefrom,2018-08-14
10047264,Polymer composite thermal interface material with high thermal conductivity,2018-08-14
10047265,"Rare earth regenerator material particle, rare earth regenerator material particle group, and cold head, superconducting magnet, examination apparatus, and cryopump using the same",2018-08-14
10047266,Energy-saving and environment-friendly anti-freezing solution for water system engine,2018-08-14
10047267,Strontium carbonate bridging materials and methods for making and using same,2018-08-14
10047268,Self-triggering lost circulation control in carbonate formation,2018-08-14
10047269,Treatment fluids comprising finger millet and methods of use,2018-08-14
10047270,Tunable control of pozzolan-lime cement compositions,2018-08-14
10047271,Bifunctional anti-deposit and anti-corrosion additives,2018-08-14
10047272,Treatment fluids for reducing subterranean formation damage,2018-08-14
10047273,Beta-amino ester gas hydrate inhibitors,2018-08-14
10047274,Apparatus and method for inverting polymer latices,2018-08-14
10047275,Hydrocarbon recovery using complex water and carbon dioxide emulsions,2018-08-14
10047276,Densifying carbon dioxide with a dispersion of carbon dioxide-philic water capsules,2018-08-14
10047277,Non-acidic exothermic sandstone stimulation fluids,2018-08-14
10047278,Fracturing fluid composition and a method of fracturing a subterranean formation using the same,2018-08-14
10047279,High temperature viscoelastic surfactant (VES) fluids comprising polymeric viscosity modifiers,2018-08-14
10047280,Organophosphorus containing composites for use in well treatment operations,2018-08-14
10047281,Forming proppant packs having proppant-free channels therein in subterranean formation fractures,2018-08-14
10047282,Encrypted optical markers for security applications,2018-08-14
10047283,Carbon-based fluorescent tracers as oil reservoir nano-agents,2018-08-14
10047284,"Perovskite nanocrystal particle light-emitter whose content is changed, method of producing the same, and light emitting element using the same",2018-08-14
10047285,Wavelength conversion member and light emitting device using same,2018-08-14
10047286,Color stable red-emitting phosphors,2018-08-14
10047287,Methods for manufacturing glow in-the-dark targets,2018-08-14
10047288,Optical composite material composition and optical composite material comprising the same,2018-08-14
10047289,Liquid crystal display device,2018-08-14
10047290,Liquid crystal composition and liquid crystal display device,2018-08-14
10047292,Liquid-crystalline medium,2018-08-14
10047293,"Liquid crystal compound having butene-bonding group, liquid crystal composition and liquid crystal display device",2018-08-14
10047294,"Polarizing film, display device and production process thereof",2018-08-14
10047295,"Non-perpendicular connections between coke oven uptakes and a hot common tunnel, and associated systems and methods",2018-08-14
10047296,Thermal cycle continuous automated coal pyrolyzing furnace,2018-08-14
10047297,Device and method for extracting carbon-containing substances from oil sand,2018-08-14
10047298,Internal lining for delayed coker drum,2018-08-14
10047299,Fuel production from FCC products,2018-08-14
10047300,Process for metal reduction of hydrocarbon oil,2018-08-14
10047301,Method to resolve emulsions formed during ethylene manufacture,2018-08-14
10047302,"Dehydrating and desalting compositions of crude oils, using triblock copolymers α, Ω-bifunctionalized with amines",2018-08-14
10047303,Additive management system,2018-08-14
10047304,Aromatic hydrogenation catalysts and uses thereof,2018-08-14
10047305,Method for obtaining hydrocarbon solvents with boiling point above 300°C. and pour point lower than or equal to −25°C,2018-08-14
10047306,Method of fractionating mixtures of low molecular weight hydrocarbons,2018-08-14
10047307,Hybrid fixed-kinetic bed gasifier for fuel flexible gasification,2018-08-14
10047308,Gasifier system,2018-08-14
10047309,High density fuels generated by catalytic cycloaddition,2018-08-14
10047310,Multistage membrane separation and purification process and apparatus for separating high purity methane gas,2018-08-14
10047311,Systems and methods for gas hydrate slurry formation,2018-08-14
10047312,Method for manufacturing fluff solid fuel using combustible waste,2018-08-14
10047313,Certain triacylglycerols as crystallization depressants,2018-08-14
10047314,Fuel oil compositions with improved cold flow properties,2018-08-14
10047315,Refrigeration oil and working fluid composition for refrigeration oil,2018-08-14
10047316,"Fluoropolyether compound, lubricant, and magnetic disk",2018-08-14
10047317,"Fluoropolyether compound, lubricant, magnetic disk, and method for producing same",2018-08-14
10047318,Osmanthus odorant,2018-08-14
10047319,1-isopropoxy-1-oxopropan-2-yl pivalate as perfuming ingredient,2018-08-14
10047320,Method for recovering crude tall oil,2018-08-14
10047321,Liquid surfactant compositions having a modified oxo-alcohol derivative,2018-08-14
10047322,Agent for removing stains and deposits comprising an alkylene styrene copolymer,2018-08-14
10047323,Detergent composition comprising MGDA and a sulfonated copolymer,2018-08-14
10047324,Multi-stage benefit agent delivery system,2018-08-14
10047325,Phosphorus free low temperature ware wash detergent for reducing scale build-up,2018-08-14
10047326,"Azeotropic like composition containing 2-chloro-1,3,3,3-tetrafluoropropene and 1-chloro-3,3,3-trifluoropropene",2018-08-14
10047327,Water soluble unit dose article,2018-08-14
10047328,Unit dose detergent compositions,2018-08-14
10047329,Water dispersible films for packaging high water containing formulations,2018-08-14
10047330,Alcoholic compositions having a lowered risk of acetaldehydemia,2018-08-14
10047331,"Tray, a system and a method for monitoring and culturing of a cell culture",2018-08-14
10047332,Bag locking mechanism,2018-08-14
10047334,Biological sterilization indicator,2018-08-14
10047335,"Cell picking support device, display device and culture container",2018-08-14
10047336,Eco-friendly heliostat odor removal system,2018-08-14
10047337,Method of mixotrophic culturing of microalgae in a flexible bioreactor,2018-08-14
10047338,Algae cultivation method and production method for osmotic pressure regulator,2018-08-14
10047339,Composition and method for delivery of living cells in a dry mode having a surface layer,2018-08-14
10047340,"Bank of stem cells for producing cells for transplantation having HLA antigens matching those of transplant recipients, and methods for making and using such a stem cell bank",2018-08-14
10047341,Generation of keratinocytes from pluripotent stem cells and maintenance of keratinocyte cultures,2018-08-14
10047342,Elutriation chamber for an elutriator system,2018-08-14
10047343,Methods for producing cartilage and bone,2018-08-14
10047344,Biophysically sorted osteoprogenitors from culture expanded bone marrow derived mesenchymal stromal cells (MSCs),2018-08-14
10047345,Culturing of mesenchymal stem cells with FGF4 and nicotinamide,2018-08-14
10047346,Method of treating heart tissue using induced pluripotent stem cells,2018-08-14
10047347,Oncolytic adenoviruses with increased proportion of the 156R splicing isoform of the E1B protein,2018-08-14
10047348,Ketoreductase polypeptides,2018-08-14
10047349,DNA polymerase possessing continuous catalytic capacity and salt tolerance,2018-08-14
10047350,Enzymes having alpha amylase activity and methods of making and using them,2018-08-14
10047351,Cellobiohydrolase having improved thermal stability,2018-08-14
10047352,"Intein-modified proteases, their production and industrial applications",2018-08-14
10047353,Grimonitia-hollisae-derived recombinant collagenase and enzyme agent for cell and tissue dissociation,2018-08-14
10047354,Reduction of dimer content in factor VII polypeptide compositions by heat treatment,2018-08-14
10047355,Delivery systems and kits for gene editing,2018-08-14
10047356,Methods and systems for identifying patient specific driver mutations,2018-08-14
10047357,"Simultaneous, integrated selection and evolution of antibody/protein performance and expression in production hosts",2018-08-14
10047358,Microbial strain improvement by a HTP genomic engineering platform,2018-08-14
10047359,Methods for producing stranded cDNA libraries,2018-08-14
10047360,Parental RNAI suppression of hunchback gene to control hemipteran pests,2018-08-14
10047361,Disulfide-containing alkyne linking agents,2018-08-14
10047362,Ligase E3 RNF185 inhibitors and uses thereof,2018-08-14
10047363,NRPS-PKS gene cluster and its manipulation and utility,2018-08-14
10047364,Recombinant microorganism for improved production of fine chemicals,2018-08-14
10047365,Replicative minicircle vectors with improved expression,2018-08-14
10047366,Telomerator-a tool for chromosome engineering,2018-08-14
10047367,Zea mays regulatory elements and uses thereof,2018-08-14
10047368,Zea mays regulatory elements and uses thereof,2018-08-14
10047369,Citrus derived transcription and translation regulatory elements for tissue specific expression,2018-08-14
10047370,"Tobacco enzymes for regulating content of plant metabolites, and use thereof",2018-08-14
10047371,Colostrum/milk protein compositions,2018-08-14
10047372,Nitrogen uptake in plants,2018-08-14
10047373,Genetic markers associated with drought tolerance in maize,2018-08-14
10047374,Parental RNAI suppression of kruppel gene to control hemipteran pests,2018-08-14
10047375,Artificial nucleic acid molecules,2018-08-14
10047376,Transgenic animals with customizable traits,2018-08-14
10047377,"Methods for modulating KLHL1 levels, methods for modulating current activity in T-type calcium channels, molecules therefor, and methods for identifying molecules therefor",2018-08-14
10047378,Method for recovering selenium,2018-08-14
10047379,"Method for the simultaneous production of ethanol and a fermented, solid product",2018-08-14
10047380,Genetically modified strain of S. cerevisiae engineered to ferment xylose and arabinose,2018-08-14
10047381,Method for producing 3-hydroxypropanal,2018-08-14
10047382,Useful microorganism and method for producing substance of interest,2018-08-14
10047383,Bioproduction of chemicals,2018-08-14
10047384,Processing biomass,2018-08-14
10047385,Method for manufacturing useful substance,2018-08-14
10047386,Biomarker for abdominal aortic aneurysm,2018-08-14
10047387,System and method for automatically venting and sampling a culture specimen container,2018-08-14
10047388,Methods and compositions involving MicroRNA,2018-08-14
10047389,Method for assessing juice/cider quality and/or safety,2018-08-14
10047390,Isolation of nucleic acids,2018-08-14
10047391,Instrument for cassette for sample preparation,2018-08-14
10047392,Fluorescence-based analysis of biopolymers using nanopores,2018-08-14
10047393,DNA sequencing using MOSFET transistors,2018-08-14
10047394,Digital counting of individual molecules by stochastic attachment of diverse labels,2018-08-14
10047395,Methods and compositions for detecting and diagnosing diseases and conditions,2018-08-14
10047396,Biomarkers for diagnosis of transient ischemic attacks,2018-08-14
10047397,Breast cancer associated circulating nucleic acid biomarkers,2018-08-14
10047398,"Method for the diagnosis, prognosis and treatment of breast cancer metastasis",2018-08-14
10047399,ABCA1 downregulation in prostate cancer,2018-08-14
10047400,Microrna and use thereof in identification of B cell malignancies,2018-08-14
10047401,Expression protein-coding and noncoding genes as prognostic classifiers in early stage lung cancer,2018-08-14
10047402,RASAL1 is a major tumor suppressor gene in thyroid cancer,2018-08-14
10047403,Diagnostic methods for determining prognosis of non-small cell lung cancer,2018-08-14
10047404,Highly conserved tuf genes and their use to generate probes and primers for detection of coagulase-negative Staphylococcus,2018-08-14
10047405,Engineered genetic enteric sensor bacteria and uses thereof,2018-08-14
10047406,Compositions and methods for detecting HEV nucleic acid,2018-08-14
10047407,Detection of nucleic acids from multiple types of human papillomavirus,2018-08-14
10047408,Arrangement and system for a treatment process,2018-08-14
10047409,Method for producing natural skins,2018-08-14
10047410,Methods of preserving hides,2018-08-14
10047411,Rail,2018-08-14
10047412,Gold recovery from carbon,2018-08-14
10047413,Method for smelting magnesium quickly and continuously,2018-08-14
10047414,Method of refining of scandium oxide from concentrates using solvent extraction,2018-08-14
10047415,Metallic wire rod comprising iridium-containing alloy,2018-08-14
10047416,Hot rolled steel sheet and method for manufacturing the same,2018-08-14
10047417,Continuous caster roll for a continuous casting machine,2018-08-14
10047418,Method for manufacturing high-strength and high-ductility steel,2018-08-14
10047419,Ferritic stainless steel,2018-08-14
10047420,Multi step processing method for the fabrication of complex articles made of metallic glasses,2018-08-14
10047421,"Methods and systems for processing materials, including shape memory materials",2018-08-14
10047422,AlMgSi strip for applications having high formability requirements,2018-08-14
10047423,6XXX aluminum alloy sheet products and methods for making the same,2018-08-14
10047424,"Highly formable, medium-strength aluminium alloy for the manufacture of semi-finished products or components of motor vehicles",2018-08-14
10047425,Artificial aging process for high strength aluminum,2018-08-14
10047426,Wrought magnesium alloy capable of being heat treated at high temperature,2018-08-14
10047427,"Article, an intermediate product, and a method of making an article",2018-08-14
10047428,Dental and medical instruments comprising titanium,2018-08-14
10047429,Gas nitrocarburizing method and method for manufacturing bearing part,2018-08-14
10047430,Self-ionized and inductively-coupled plasma for sputtering and resputtering,2018-08-14
10047431,Directed surface functionalization on selected surface areas of topographical features with nanometer resolution,2018-08-14
10047432,Virtual cathode deposition (VCD) for thin film manufacturing,2018-08-14
10047433,Tungsten sintered compact sputtering target and tungsten film formed using same target,2018-08-14
10047434,Method for preparing ultra-long-tube type fine-grain molybdenum tube target,2018-08-14
10047435,Dual selective deposition,2018-08-14
10047436,"Raw material supply method, raw material supply apparatus, and storage medium",2018-08-14
10047437,Process gas management system and photoionization detector,2018-08-14
10047438,Defect control and stability of DC bias in RF plasma-based substrate processing systems using molecular reactive purge gas,2018-08-14
10047439,Method and system for tool condition monitoring based on a simulated inline measurement,2018-08-14
10047440,Methods and apparatus for uniformly and high-rate depositing low resistivity microcrystalline silicon films for display devices,2018-08-14
10047441,Substrate processing apparatus and substrate processing method,2018-08-14
10047442,"Surface alloy coating composite material used for high temperature resistant material, coating and preparation method thereof",2018-08-14
10047443,Methods for producing hydrogen using nanoparticle-catalyst mixtures,2018-08-14
10047444,Method for generating hydrogen and hydrogen generation device used therefor,2018-08-14
10047445,Hydrogen generation system,2018-08-14
10047446,Method and system for electrochemical production of formic acid from carbon dioxide,2018-08-14
10047447,Method of superimposing alternating current on direct current in electrolytic methods,2018-08-14
10047448,Tin-plated copper-alloy terminal material,2018-08-14
10047449,Device and method for electrolytically coating an object,2018-08-14
10047450,Self-lubricating composite coating,2018-08-14
10047451,Method for manufacturing all-solid-state thin-film batteries,2018-08-14
10047452,Film formation device and film formation method for forming metal film,2018-08-14
10047453,Electroplating apparatus,2018-08-14
10047454,Plating apparatus and plating method,2018-08-14
10047455,"Diamond grains, method for making same and mixture comprising same",2018-08-14
10047456,Method of producing a monolithic crystal by top-seeded solution growth from a liquid crystal flux comprising a mixture of solid precursors,2018-08-14
10047457,EPI pre-heat ring,2018-08-14
10047458,Regenerated cellulose fiber,2018-08-14
10047459,Interactive cord,2018-08-14
10047460,Textile fabrics with color effect,2018-08-14
10047461,Contexture for attaching wiring and grinding discs,2018-08-14
10047462,Reuse of textile waste,2018-08-14
10047463,Printer driver systems and methods for automatic generation of embroidery designs,2018-08-14
10047464,Hand sewing needle having periodic markings and process for using same,2018-08-14
10047465,Method for manufacturing a fiber composite component,2018-08-14
10047466,Bandage and method of producing the same,2018-08-14
10047467,Washing machine driving apparatus and washing machine comprising same,2018-08-14
10047468,Infusor with floating system interface washing machine,2018-08-14
10047469,Laundry treating appliance with over-sudsing condition compensation measures,2018-08-14
10047470,Method of controlling washing machine,2018-08-14
10047471,Systems and methods for predicting and preventing a cabinet strike event in a washing machine appliance,2018-08-14
10047472,Distance sensor and washing machine including the same,2018-08-14
10047473,Laundry treating apparatus,2018-08-14
10047474,Washing machine,2018-08-14
10047475,Clothes dryer,2018-08-14
10047476,Production method for high-low pile towel,2018-08-14
10047477,Textile coating composition,2018-08-14
10047478,Prepreg and method for manufacturing same,2018-08-14
10047479,"Printing agent, printed fabric, and method for producing printing agent",2018-08-14
10047480,Method for producing corrugated cardboard,2018-08-14
10047481,Paper products and methods and systems for manufacturing such products,2018-08-14
10047482,Mineral oil barrier,2018-08-14
10047483,Glass interleaving paper,2018-08-14
10047484,Underlayment panel having drainage channels,2018-08-14
10047485,Assembled type pier column member with steel-concrete composite structure,2018-08-14
10047486,Pipe cover and method for covering an end of a pipe,2018-08-14
10047487,Structural improvement of assembled traffic cone,2018-08-14
10047488,Frangible post for highway barrier end terminals,2018-08-14
10047489,Onboard oil containment system,2018-08-14
10047490,Drive point for a pile,2018-08-14
10047491,Ground reinforcement structure and construction method thereof,2018-08-14
10047492,Anchoring systems and methods for mechanically stabilized earthen walls,2018-08-14
10047493,Hybrid utility cover,2018-08-14
10047494,Hydraulic control device and construction machine with same,2018-08-14
10047495,Loader control system and loader control method,2018-08-14
10047496,Bulldozer,2018-08-14
10047497,Jet trenching system,2018-08-14
10047498,Method for maneuvering a vessel,2018-08-14
10047499,Welded structure and machinery,2018-08-14
10047500,Remote controlled compaction machine,2018-08-14
10047501,Control device of construction machine,2018-08-14
10047502,System and method for controlling a work implement of a machine,2018-08-14
10047503,Retainer systems for ground engaging tools,2018-08-14
10047504,Shroud retention system having replaceable lug insert,2018-08-14
10047505,Cool water draining switch valve and combination shower head,2018-08-14
10047506,Water outlet fitting with flexible outlet guide,2018-08-14
10047507,Cool water draining device of a bathtub,2018-08-14
10047508,Drain clearing device,2018-08-14
10047509,Dual flush activation,2018-08-14
10047510,Rimless toilet pan and a method of flushing same,2018-08-14
10047511,Two level stormwater channel,2018-08-14
10047512,Trench drain,2018-08-14
10047513,Beam frame assembly having joint device,2018-08-14
10047514,Portable building,2018-08-14
10047515,Concrete weldment,2018-08-14
10047516,Concrete anchor coupling assembly and anchor rod holder,2018-08-14
10047517,Concrete anchor coupling assembly and anchor rod holder,2018-08-14
10047518,Ventilating sill plate,2018-08-14
10047519,"Inflatable wall material, cold storage house using the same, and air-conditioned storehouse using the same",2018-08-14
10047520,"Thermal insulation system and kit, and method for installing same",2018-08-14
10047521,Suspended wall track system,2018-08-14
10047522,Building envelope element comprising a thermal insulating element,2018-08-14
10047523,Gutter hinge assembly,2018-08-14
10047524,Drywal corner trim material with adhesive,2018-08-14
10047525,Method of forming a building structure,2018-08-14
10047526,Self-locking mechanism and paneling,2018-08-14
10047527,Resilient floor,2018-08-14
10047528,Structure for supporting access floor panel,2018-08-14
10047529,Panel and method for manufacturing panels,2018-08-14
10047530,Device for leveling and aligning tiles and method for leveling and aligning tiles,2018-08-14
10047531,Cup connector for scaffold,2018-08-14
10047532,Work machine,2018-08-14
10047533,"Wire reel, reinforcing bar binding machine, and rotational information detecting method",2018-08-14
10047534,Method for modifying concrete slab on subsided ground,2018-08-14
10047535,Dispenser and multi-cartridge systems,2018-08-14
10047536,Pool cleaning assembly,2018-08-14
10047537,Composite sleeve rod axial dampener for buildings and structures,2018-08-14
10047538,Flag attachment apparatus,2018-08-14
10047539,Fence system with variable rail reinforcement,2018-08-14
10047540,Locking device,2018-08-14
10047541,Dual locking system with user controllable plate,2018-08-14
10047542,Lock,2018-08-14
10047543,Monitoring access,2018-08-14
10047544,Transmission device of electronic lock,2018-08-14
10047545,Door security and closing device,2018-08-14
10047546,Cabinet of storage units,2018-08-14
10047547,Locking link,2018-08-14
10047548,Latch assembly for latch operation of closure panels for vehicles,2018-08-14
10047549,Latch,2018-08-14
10047550,Lockset operable by pivoting actuator about a first axis or a second axis,2018-08-14
10047551,Door closer communication,2018-08-14
10047552,Moving window installation structure of sliding window system having aluminum alloy sash structure,2018-08-14
10047553,Openable and closable member control apparatus and openable and closable member control method,2018-08-14
10047554,Ice breaking strategy for vehicle side windows,2018-08-14
10047555,Door closing mechanism,2018-08-14
10047556,"Door skin, a method of etching a plate, and an etched plate formed therefrom",2018-08-14
10047557,Side plate pressing device for a vehicle curtain,2018-08-14
10047558,Retractable flexible-panel door,2018-08-14
10047559,Platform ladder apparatus,2018-08-14
10047560,Guided type fall arrester—force control,2018-08-14
10047561,Adjustable ladder extension,2018-08-14
10047562,Horizontal directional drilling tool with return flow and method of using same,2018-08-14
10047563,Methods of forming earth-boring tools utilizing expandable reamer blades,2018-08-14
10047564,Rotary percussive piloted rock drill bit,2018-08-14
10047565,Cutting element retention for high exposure cutting elements on earth-boring tools,2018-08-14
10047566,Cutter tool insert having sensing device,2018-08-14
10047567,"Cutting elements, related methods of forming a cutting element, and related earth-boring tools",2018-08-14
10047568,"Polycrystalline diamond compacts, and related methods and applications",2018-08-14
10047569,"Cutting elements having laterally elongated shapes for use with earth-boring tools, earth-boring tools including such cutting elements, and related methods",2018-08-14
10047570,Energized paek seals,2018-08-14
10047571,Locking nut with a directional coupling mechanism,2018-08-14
10047572,Overshot tool having latch control means,2018-08-14
10047573,In-line tortional vibration mitigation mechanism for oil well drilling assembly,2018-08-14
10047574,Centralizer and associated devices,2018-08-14
10047575,Pipe gripper,2018-08-14
10047576,Drill rod handling system for moving drill rods to and from an operative position,2018-08-14
10047577,Screening apparatus and method,2018-08-14
10047578,Pressure control in drilling operations with choke position determined by Cv curve,2018-08-14
10047579,Internal lockdown snubbing plug,2018-08-14
10047580,Transverse sidewall coring,2018-08-14
10047581,Core barrel head assembly with an integrated sample orientation tool and system for using same,2018-08-14
10047582,Extended duration section mill and methods of use,2018-08-14
10047583,Explosive tubular cutter and devices usable therewith,2018-08-14
10047584,Lower mill spaced cutting ring structure,2018-08-14
10047585,Sealing a downhole tool,2018-08-14
10047586,Backpressure ball,2018-08-14
10047587,Methods for producing fluid invasion resistant cement slurries,2018-08-14
10047588,Controlled alternating flow direction for enhanced conformance,2018-08-14
10047589,Automatic release valve for a bumper spring,2018-08-14
10047590,Ferrofluid tool for influencing electrically conductive paths in a wellbore,2018-08-14
10047591,Apparatus and methods for shaped charge tubing cutters,2018-08-14
10047592,System and method for performing a perforation operation,2018-08-14
10047593,Optimizing matrix acidizing operations,2018-08-14
10047594,Heater pattern for in situ thermal processing of a subsurface hydrocarbon containing formation,2018-08-14
10047595,Stripline energy transmission in a wellbore,2018-08-14
10047596,System and method for disposal of water produced from a plurality of wells of a well-pad,2018-08-14
10047597,Downhole tool methods and systems with variable impedance control,2018-08-14
10047598,Subsea monitor system,2018-08-14
10047599,Subsea sensor hub,2018-08-14
10047600,Attitude reference for tieback/overlap processing,2018-08-14
10047601,Moving system,2018-08-14
10047602,Antennas for a drilling system and method of making same,2018-08-14
10047603,Analyzing subsurface material properties using a laser vibrometer,2018-08-14
10047604,System for tracking and sampling wellbore cuttings using RFID tags,2018-08-14
10047605,Method and system for wireless in-situ sampling of a reservoir fluid,2018-08-14
10047606,Vane pump,2018-08-14
10047607,Welded shaft and turbine wheel assembly,2018-08-14
10047608,"Balancing apparatus, arrangement and method",2018-08-14
10047609,Airfoil array with airfoils that differ in geometry according to geometry classes,2018-08-14
10047610,Ceramic matrix composite materials with rare earth phosphate fibers and methods for preparing the same,2018-08-14
10047611,Turbine blade attachment curved rib stiffeners,2018-08-14
10047612,Method and device for manufacturing turbine blades,2018-08-14
10047613,Gas turbine components having non-uniformly applied coating and methods of assembling the same,2018-08-14
10047614,Coating system including alternating layers of amorphous silica and amorphous silicon nitride,2018-08-14
10047615,"Method of mounting rotor blades on a rotor disk, and clamping device for performing such a method",2018-08-14
10047616,Diffuser for a gas turbine,2018-08-14
10047617,Gas turbine engine airfoil platform edge geometry,2018-08-14
10047618,Component system of a turbo engine,2018-08-14
10047619,Seal configuration for a turbo machine,2018-08-14
10047620,Circumferentially varying axial compressor endwall treatment for controlling leakage flow therein,2018-08-14
10047621,Sealing plate with fuse function,2018-08-14
10047622,Flexible layered seal for turbomachinery,2018-08-14
10047623,Compliant seal assembly and method of operating,2018-08-14
10047624,Turbine shroud segment with flange-facing perimeter seal,2018-08-14
10047625,Fan blade root integrated sealing solution,2018-08-14
10047626,Gas turbine and mounting method,2018-08-14
10047627,Methods and system for a turbocharger,2018-08-14
10047628,Gas turbine engine with fan variable area nozzle for low fan pressure ratio,2018-08-14
10047629,Multi-segment adjustable stator vane for a variable area vane arrangement,2018-08-14
10047630,Air stream mixing inner diameter (ID) cavity,2018-08-14
10047631,Turbine engine cooling system with an open loop circuit,2018-08-14
10047632,Radially stacked intershaft bearing,2018-08-14
10047633,Bearing housing,2018-08-14
10047634,Actuator for aircraft turbine engine nacelle with notably one-piece annular rear part,2018-08-14
10047635,Support assembly for turbine shipping/operation,2018-08-14
10047636,Gas turbine diffuser outer diameter and inner diameter wall strips for turbine exhaust manifold pressure oscillation reduction,2018-08-14
10047637,Intermediate pressure storage system for thermal storage,2018-08-14
10047638,Heat energy recovery system,2018-08-14
10047639,Camshaft and manufacturing method therefor,2018-08-14
10047640,Roller tappet and method for manufacturing a housing element of a roller tappet,2018-08-14
10047641,Roller lifter,2018-08-14
10047642,Electro-mechanical hydraulic valve lifter for precise control of fuel consumption,2018-08-14
10047643,Variable valve timing control apparatus for engine,2018-08-14
10047644,Detection apparatus for at least one of temperature and pressure in a cylinder of an internal combustion engine,2018-08-14
10047645,Valve gear for engine,2018-08-14
10047646,Camshaft having at least one axially fixed sliding element,2018-08-14
10047647,Variable valve mechanism of internal combustion engine,2018-08-14
10047648,Oil cooler for vehicle having bypass valve operated by temperature of working fluid,2018-08-14
10047649,Concentric axial oil scoop,2018-08-14
